0.000000,-0.052993,0.038943,-0.276569,
0.001170,-0.078191,0.035583,-0.280693,
0.002340,-0.064752,0.053298,-0.291230,
0.003510,-0.067653,0.017868,-0.286343,
0.004680,-0.072693,0.020769,-0.274126,
0.005850,-0.049633,0.024282,-0.275500,
0.007020,-0.082620,0.031001,-0.277333,
0.008190,-0.074831,0.059712,-0.285885,
0.009360,-0.075289,0.017257,-0.275348,
0.010530,-0.063835,0.011759,-0.266795,
0.011701,-0.049327,0.027794,-0.286038,
0.012871,-0.097738,0.032223,-0.289703,
0.014041,-0.080176,0.047647,-0.291994,
0.015211,-0.069791,0.002596,-0.271988,
0.016381,-0.060628,0.007025,-0.257785,
0.017551,-0.049327,0.029780,-0.278707,
0.018721,-0.111941,0.031612,-0.289397,
0.019891,-0.087812,0.031918,-0.282983,
0.021061,-0.061545,-0.014508,-0.267712,
0.022231,-0.062614,0.008858,-0.263283,
0.023401,-0.070097,0.049175,-0.300546,
0.024571,-0.119271,0.045815,-0.301920,
0.025741,-0.077885,0.031001,-0.272293,
0.026911,-0.033139,-0.023671,-0.251829,
0.028081,-0.047647,0.018173,-0.259618,
0.029251,-0.073151,0.072082,-0.303905,
0.030421,-0.124158,0.044593,-0.293673,
0.031591,-0.048717,0.006567,-0.259160,
0.032762,-0.010690,-0.028711,-0.244804,
0.033932,-0.043524,0.044899,-0.275042,
0.035102,-0.090866,0.087965,-0.319024,
0.036272,-0.134085,0.029016,-0.291841,
0.037442,-0.046426,-0.020617,-0.232892,
0.038612,-0.006720,-0.029016,-0.225104,
0.039782,-0.074220,0.063225,-0.296270,
0.040952,-0.130114,0.091324,-0.339947,
0.042122,-0.135765,0.006109,-0.262977,
0.043292,-0.031612,-0.032070,-0.195171,
0.044462,-0.008858,-0.011148,-0.241444,
0.045632,-0.076664,0.093462,-0.348040,
0.046802,-0.114232,0.084299,-0.351858,
0.047972,-0.128893,-0.029322,-0.219453,
0.049142,-0.041233,-0.040623,-0.162643,
0.050312,-0.026725,0.025504,-0.276111,
0.051482,-0.104000,0.109803,-0.394619,
0.052652,-0.139430,0.060323,-0.340710,
0.053823,-0.120799,-0.060476,-0.175624,
0.054993,-0.006872,-0.025809,-0.176998,
0.056163,-0.007483,0.073457,-0.343459,
0.057333,-0.098960,0.118202,-0.408363,
0.058503,-0.131947,0.008705,-0.260687,
0.059673,-0.107970,-0.092699,-0.111483,
0.060843,-0.004276,0.012523,-0.217926,
0.062013,-0.020006,0.125686,-0.424246,
0.063183,-0.112399,0.102931,-0.405309,
0.064353,-0.114843,-0.047037,-0.195782,
0.065523,-0.054672,-0.096975,-0.105069,
0.066693,0.025351,0.076053,-0.299782,
